date,TWII,TWII_Open,TWII_High,TWII_Low,SOX,TSMC_TW,TSMC_Vol,TSM_US,ELEC,FIN,USDTWD,ADR_Premium
2021-03-03,16211.73046875,15992.3203125,16211.73046875,15884.5498046875,2975.580078125,563.38763427734375,48252965,112.42344665527344,58.838279724121094,15.395813941955566,27.739999771118164,10.70979179320668
2021-03-04,15906.41015625,16091.75,16091.75,15840.990234375,2831.6298828125,544.36627197265625,67711962,105.74517059326172,57.293388366699219,15.312142372131348,27.719999313354492,7.6942568691326541
2021-03-05,15855.23046875,15759.580078125,15934.4296875,15636.4296875,2920.75,544.36627197265625,79918467,110.51144409179688,57.07269287109375,15.228470802307129,27.812999725341797,12.925980995628716
2021-03-08,15820.1103515625,15943.3701171875,16074.9697265625,15816.5,2762.75,541.64910888671875,43219772,104.22657775878906,56.763713836669922,15.32050895690918,27.927499771118164,7.4787229867584681
2021-03-09,15853.08984375,15715.0703125,15864.259765625,15657.919921875,2932.2099609375,538.9317626953125,68768861,106.4678955078125,56.498870849609375,15.688671112060547,28.283000946044922,11.748158034370149
2021-03-10,15911.669921875,15921.4501953125,15986.0703125,15857.3203125,2879.320068359375,540.743408203125,40146301,104.13508605957031,56.454734802246094,15.797443389892578,28.25200080871582,8.8140693326964836
2021-03-11,16179.5595703125,15947.2099609375,16216.2197265625,15947.2099609375,2997.1298828125,551.61260986328125,54416046,110.31017303466797,57.911338806152344,16.090299606323242,28.201999664306641,12.79537150770993
2021-03-12,16255.1796875,16241.5498046875,16298.0302734375,16166.349609375,2965.090087890625,556.141357421875,33168846,108.22437286376953,58.441020965576172,16.023361206054688,28.000999450683594,8.9791494434825267
2021-03-15,16249.330078125,16256.580078125,16281.91015625,16194.91015625,3032.050048828125,553.424072265625,27416758,108.93794250488281,57.778923034667969,16.2325439453125,28.145700454711914,10.80597507596015
2021-03-16,16313.16015625,16253.9296875,16340.66015625,16244.990234375,3070.320068359375,555.2357177734375,36949425,109.1849365234375,58.176185607910156,16.215810775756836,28.176700592041016,10.816763659186934
2021-03-17,16215.8203125,16312.98046875,16349.2099609375,16166.349609375,3107.919921875,549.3240966796875,39517807,109.05453491210938,57.823062896728516,16.148872375488281,28.236499786376953,12.112990140491654
2021-03-18,16287.83984375,16264.6103515625,16410.01953125,16264.6103515625,2976.219970703125,547.5050048828125,29415526,105.14267730712891,58.264457702636719,16.098669052124023,28.217599868774414,8.3779680888673482
2021-03-19,16070.240234375,16186.4599609375,16186.4599609375,16022.169921875,3011.3701171875,537.50067138671875,70866028,104.34377288818359,57.646511077880859,15.939689636230469,28.404699325561523,10.282783005162521
2021-03-22,16189.2197265625,16065.5,16235.6298828125,15983.76953125,3077.550048828125,539.31982421875,34089033,107.60366058349609,57.823062896728516,15.989894866943359,28.386100769042969,13.270390416878941
2021-03-23,16177.58984375,16250.2001953125,16351.3798828125,16166.2900390625,2994.2099609375,540.229248046875,29374037,105.50080871582031,58.308605194091797,16.065200805664062,28.308599472045898,10.567139735979069
2021-03-24,16032.1201171875,15994.9599609375,16125.5400390625,15967.9501953125,2953.969970703125,523.85882568359375,107253959,100.05543518066406,57.1168212890625,16.023361206054688,28.402999877929688,8.4977239627178172
2021-03-25,16060.1396484375,16010.5400390625,16146.580078125,15944.9599609375,2959.8798828125,522.94927978515625,67833354,101.42366027832031,57.205108642578125,16.157241821289062,28.48069953918457,10.474071050940271
2021-03-26,16305.8798828125,16140.3701171875,16325.6201171875,16140.3701171875,3106.280029296875,536.59124755859375,36829858,107.03433990478516,58.485160827636719,16.207443237304688,28.503299713134766,13.711577808413367
2021-03-29,16475.970703125,16411.669921875,16520.890625,16411.669921875,3054.6298828125,544.77667236328125,37884733,105.04167938232422,58.838279724121094,16.332952499389648,28.585500717163086,10.234859664223329
2021-03-30,16554.900390625,16490.310546875,16556.189453125,16438.400390625,3044.550048828125,542.95782470703125,33099123,105.66611480712891,58.882411956787109,16.44172477722168,28.527500152587891,11.035884155836273
2021-03-31,16431.130859375,16529.23046875,16550.19921875,16427.19921875,3124.93994140625,533.86297607421875,38790886,108.61377716064453,58.441020965576172,16.483564376831055,28.441099166870117,15.726144930671172
2021-04-01,16571.279296875,16538.279296875,16602.470703125,16496.16015625,3240.169921875,547.5050048828125,43091157,114.60092926025391,58.970699310302734,16.433361053466797,28.374399185180664,18.783663521727757
2021-04-07,16815.359375,16771.349609375,16816.33984375,16715.3203125,3266.4599609375,554.78076171875,24603109,110.09218597412109,59.721073150634766,16.483564376831055,28.431800842285156,12.841660053629123
2021-04-08,16926.439453125,16786.560546875,16926.720703125,16735.779296875,3301.260009765625,557.50933837890625,23976625,113.34290313720703,60.118335723876953,16.4166259765625,28.350400924682617,15.274006180803546
2021-04-09,16854.099609375,16974.279296875,17016.130859375,16815.58984375,3294.530029296875,554.78076171875,27303862,112.76437377929688,59.897628784179688,16.358055114746094,28.370700836181641,15.332200906189897
2021-04-12,16859.69921875,16908.55078125,16979.349609375,16793.5390625,3258.330078125,550.2335205078125,22606128,111.0196533203125,59.588649749755859,16.617443084716797,28.5,15.007901252863821
2021-04-13,16824.91015625,16872.400390625,17041.369140625,16802.220703125,3252.699951171875,550.2335205078125,25971622,111.35939788818359,59.500373840332031,16.542133331298828,28.393600463867188,14.929175838497688
2021-04-14,16865.970703125,16869.779296875,16935.390625,16559.5703125,3213.8798828125,556.59991455078125,30077913,110.96454620361328,59.23553466796875,16.58397102355957,28.413700103759766,13.291908803971154
2021-04-15,17076.73046875,16851.060546875,17076.73046875,16851.060546875,3271.330078125,562.966064453125,33530942,108.67803955078125,59.588649749755859,16.910293579101562,28.333700180053711,9.3938403473428735
2021-04-16,17158.810546875,17028.349609375,17158.810546875,16998.91015625,3253.080078125,554.78076171875,48507383,109.12799072265625,59.941776275634766,17.052539825439453,28.24530029296875,11.119673969240985
2021-04-19,17263.279296875,17141.25,17294.150390625,17135.51953125,3171,548.41455078125,24231637,105.96913909912109,59.676929473876953,17.445802688598633,28.254999160766602,9.1932346451225619
2021-04-20,17323.869140625,17231.580078125,17323.869140625,17175.01953125,3121.429931640625,547.5050048828125,34771635,105.55591583251953,59.676929473876953,17.337026596069336,28.12700080871582,8.4545822780740529
2021-04-21,17202.109375,17282.759765625,17282.759765625,17167.390625,3207.25,538.410400390625,38458220,107.80567932128906,59.588649749755859,17.311925888061523,28.025999069213867,12.232671067363166
2021-04-22,17096.970703125,17302.73046875,17428.150390625,17066.169921875,3133.169921875,537.50067138671875,33868521,105.89566802978516,58.970699310302734,17.203151702880859,27.979999542236328,10.249564353247864
2021-04-23,17300.26953125,17117.490234375,17300.26953125,17055.48046875,3196.97998046875,547.5050048828125,27754511,108.94435119628906,59.765209197998047,17.320295333862305,28.086299896240234,11.774091283611909
2021-04-26,17572.2890625,17378.359375,17572.2890625,17378.359375,3250.260009765625,554.78076171875,30887664,111.58898162841797,60.559726715087891,17.654987335205078,28.031999588012695,12.767511163999657
2021-04-27,17595.900390625,17586.01953125,17630.189453125,17489.7109375,3225.610107421875,554.78076171875,26317481,111.35939788818359,60.736289978027344,17.663352966308594,27.808000564575195,11.636250318112062
